nums,chans,neuts,suss,thOKs,thneus,thnos,numlegends,m_nums,m_chans,m_neuts,m_suss,m_thOKs,m_thneus,m_thnos,m_numlegends,m_toslegends,indegrees,c_ages,c_males,c_years,c_debts,c_s0s,c_s1s,c_s2s,c_s3s,c_s4s,c_s5s,c_s6s,c_s7s,c_s8s,c_s9s,c_s10s,c_snums
6,1,1,0,0,3,1,3,3,0.5,0.5,0,0,1.5,0.5,1.5,0,2,,1,,20,0,0,0,0,1,0,0,0,0,0,0,1
8,1,5,0,1,1,0,0,1.6,0.2,1,0,0.2,0.2,0,0,0,5,,1,,,0,0,0,1,1,0,0,1,0,0,0,3
3,2,1,0,0,0,0,0,3,2,1,0,0,0,0,0,1,1,25,1,,,0,0,0,0,1,0,0,0,0,0,0,1
4,0,2,0,0,2,0,4,4,0,2,0,0,2,0,4,0,1,45,,,,0,0,0,1,0,0,0,0,1,0,0,2
21,1,6,0,1,12,1,0,1.75,0.0833333333333333,0.5,0,0.0833333333333333,1,0.0833333333333333,0,0,12,,1,,,0,1,0,1,1,1,0,0,0,0,0,4
442,6,221,4,21,184,6,5,8.33962264150943,0.113207547169811,4.16981132075472,0.0754716981132075,0.39622641509434,3.47169811320755,0.113207547169811,0.0943396226415094,1,53,,1,,20,0,1,0,1,1,0,1,1,0,0,0,5
9,0,3,0,2,4,0,0,1.125,0,0.375,0,0.25,0.5,0,0,0,8,45,1,,,0,0,0,1,0,0,0,0,0,0,0,1
808,18,290,5,161,281,53,3,14.962962962963,0.333333333333333,5.37037037037037,0.0925925925925925,2.98148148148148,5.2037037037037,0.981481481481482,0.0555555555555555,1,54,,,,,0,1,1,1,1,0,1,0,1,0,0,6
70,2,28,2,8,28,2,0,3.04347826086957,0.0869565217391304,1.21739130434783,0.0869565217391304,0.347826086956522,1.21739130434783,0.0869565217391304,0,1,23,,,,,0,0,0,1,0,0,0,1,1,0,0,3
1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,45,1,,,0,1,0,0,0,0,0,0,0,0,0,1
15,0,6,1,1,6,1,1,1.5,0,0.6,0.1,0.1,0.6,0.1,0.1,0,10,,1,,,0,1,0,1,0,0,0,0,0,0,0,2
13,1,2,0,0,9,1,4,2.16666666666667,0.166666666666667,0.333333333333333,0,0,1.5,0.166666666666667,0.666666666666667,0,6,25,,,,0,1,0,0,0,0,0,1,1,0,0,3
7,0,4,0,1,2,0,0,1.16666666666667,0,0.666666666666667,0,0.166666666666667,0.333333333333333,0,0,0,6,,0,,20,0,1,0,0,0,0,1,1,1,0,0,4
427,32,112,2,66,199,16,0,7.49122807017544,0.56140350877193,1.96491228070175,0.0350877192982456,1.15789473684211,3.49122807017544,0.280701754385965,0,0,57,25,1,400,7,0,1,1,1,1,0,1,1,1,1,0,8
2,1,1,0,0,0,0,0,1,0.5,0.5,0,0,0,0,0,0,2,,1,,,0,0,0,0,1,0,0,0,0,0,0,1
12,3,1,0,1,6,1,2,1.71428571428571,0.428571428571429,0.142857142857143,0,0.142857142857143,0.857142857142857,0.142857142857143,0.285714285714286,0,7,45,1,,8,0,0,0,0,1,0,0,0,0,0,0,1
3,0,0,0,1,2,0,0,1,0,0,0,0.333333333333333,0.666666666666667,0,0,0,3,,1,,,0,1,0,1,0,0,0,0,1,0,0,3
3,0,1,0,0,2,0,0,1,0,0.333333333333333,0,0,0.666666666666667,0,0,1,3,,1,,,0,0,0,0,1,0,0,0,0,0,0,1
179,10,47,4,22,64,32,2,3.25454545454545,0.181818181818182,0.854545454545455,0.0727272727272727,0.4,1.16363636363636,0.581818181818182,0.0363636363636363,0,55,,1,,13,0,1,0,1,1,0,0,0,1,0,0,4
106,9,30,0,15,52,0,0,3.3125,0.28125,0.9375,0,0.46875,1.625,0,0,1,32,25,1,,3,0,0,1,1,1,0,0,0,0,0,0,3
4,0,2,0,1,1,0,0,1.33333333333333,0,0.666666666666667,0,0.333333333333333,0.333333333333333,0,0,0,3,,1,,,0,0,0,1,0,0,0,0,0,0,0,1
7,3,0,0,1,3,0,0,1.4,0.6,0,0,0.2,0.6,0,0,0,5,45,1,,,0,0,0,1,1,0,0,0,0,0,0,2
1051,129,280,4,219,392,27,102,10.1057692307692,1.24038461538462,2.69230769230769,0.0384615384615384,2.10576923076923,3.76923076923077,0.259615384615385,0.980769230769231,0,104,,1,,,0,1,0,1,1,1,0,1,0,0,0,5
35,1,13,0,3,17,1,0,3.88888888888889,0.111111111111111,1.44444444444444,0,0.333333333333333,1.88888888888889,0.111111111111111,0,0,9,,1,,,0,0,0,1,1,0,0,0,0,0,0,2
67,4,15,0,19,28,1,8,3.52631578947368,0.210526315789474,0.789473684210526,0,1,1.47368421052632,0.0526315789473684,0.421052631578947,0,19,25,0,,12,0,0,0,0,1,1,0,1,0,0,1,4
26,2,13,0,1,10,0,1,2.36363636363636,0.181818181818182,1.18181818181818,0,0.0909090909090909,0.909090909090909,0,0.0909090909090909,0,11,,,,,0,1,0,1,0,0,0,0,0,1,0,3
10,2,0,0,2,6,0,0,2.5,0.5,0,0,0.5,1.5,0,0,1,4,,1,,,0,0,0,0,1,0,0,0,0,0,0,1
777,40,285,8,108,253,83,200,12.95,0.666666666666667,4.75,0.133333333333333,1.8,4.21666666666667,1.38333333333333,3.33333333333333,0,60,35,,,12,0,1,0,1,1,0,1,0,0,0,0,4
16,3,2,0,3,8,0,0,2,0.375,0.25,0,0.375,1,0,0,0,8,45,1,,,0,0,0,0,1,0,0,0,0,0,0,1
18,0,4,0,2,10,2,18,18,0,4,0,2,10,2,18,0,1,45,0,,,0,0,0,1,0,0,0,0,0,0,0,1
17,1,5,0,4,6,1,0,2.42857142857143,0.142857142857143,0.714285714285714,0,0.571428571428571,0.857142857142857,0.142857142857143,0,0,7,45,,,,0,1,0,1,1,0,0,0,0,0,0,3
2378,155,876,6,451,850,40,46,12.010101010101,0.782828282828283,4.42424242424242,0.0303030303030303,2.27777777777778,4.29292929292929,0.202020202020202,0.232323232323232,1,198,35,1,2800,20,0,1,0,1,1,1,0,1,0,0,0,5
2088,106,549,6,414,948,65,26,11.9314285714286,0.605714285714286,3.13714285714286,0.0342857142857142,2.36571428571429,5.41714285714286,0.371428571428571,0.148571428571429,1,175,,,,,0,1,0,1,1,0,0,1,1,0,0,5
111,11,1,0,61,38,0,8,5.28571428571429,0.523809523809524,0.0476190476190476,0,2.9047619047619,1.80952380952381,0,0.380952380952381,1,21,,1,,,0,0,0,0,1,0,0,0,0,0,0,1
26,2,7,1,3,13,0,2,5.2,0.4,1.4,0.2,0.6,2.6,0,0.4,0,5,45,,,,0,1,0,1,1,0,1,1,0,0,0,5
7,0,4,0,1,2,0,0,1,0,0.571428571428571,0,0.142857142857143,0.285714285714286,0,0,0,7,,1,,,0,0,0,1,0,0,0,0,0,0,0,1
28,2,5,0,7,12,2,2,2.33333333333333,0.166666666666667,0.416666666666667,0,0.583333333333333,1,0.166666666666667,0.166666666666667,0,12,45,1,,,0,0,1,0,1,1,0,0,1,0,0,4
474,16,178,2,107,159,12,7,6.97058823529412,0.235294117647059,2.61764705882353,0.0294117647058823,1.57352941176471,2.33823529411765,0.176470588235294,0.102941176470588,0,68,,,50,,0,1,0,1,1,0,0,1,0,0,0,4
32,1,9,0,3,11,8,1,2.90909090909091,0.0909090909090909,0.818181818181818,0,0.272727272727273,1,0.727272727272727,0.0909090909090909,0,11,25,1,50,15,0,1,1,1,0,0,0,0,0,0,0,3
3,0,0,0,0,3,0,2,1.5,0,0,0,0,1.5,0,1,0,2,,,300,20,0,1,0,1,0,0,0,1,0,1,1,5
2462,64,1088,22,279,918,91,4,21.5964912280702,0.56140350877193,9.54385964912281,0.192982456140351,2.44736842105263,8.05263157894737,0.798245614035088,0.0350877192982456,0,114,35,,200,6,0,1,0,1,1,0,0,1,1,0,0,5
170,36,36,0,32,60,6,1,6.8,1.44,1.44,0,1.28,2.4,0.24,0.04,0,25,,,,18,0,1,0,1,1,1,0,0,0,0,1,5
73,4,26,0,12,25,6,2,3.47619047619048,0.19047619047619,1.23809523809524,0,0.571428571428571,1.19047619047619,0.285714285714286,0.0952380952380952,0,21,,1,,,0,0,1,1,0,0,0,0,0,0,0,2
276,44,25,2,75,125,5,54,5.63265306122449,0.897959183673469,0.510204081632653,0.0408163265306122,1.53061224489796,2.55102040816327,0.102040816326531,1.10204081632653,0,49,25,1,,,0,1,0,1,1,0,0,1,0,0,0,4
92,6,37,9,13,21,6,1,1.64285714285714,0.107142857142857,0.660714285714286,0.160714285714286,0.232142857142857,0.375,0.107142857142857,0.0178571428571428,0,56,25,1,,,0,0,0,0,1,0,0,0,1,0,0,2
79,2,19,0,7,49,2,0,4.9375,0.125,1.1875,0,0.4375,3.0625,0.125,0,0,16,,1,,,0,0,0,0,0,0,0,1,1,0,0,2
370,13,130,3,46,167,11,2,3.89473684210526,0.136842105263158,1.36842105263158,0.031578947368421,0.48421052631579,1.75789473684211,0.11578947368421,0.0210526315789473,1,95,45,,400,,0,1,0,1,1,0,1,1,0,0,0,5
183,16,34,1,70,61,1,2,4.15909090909091,0.363636363636364,0.772727272727273,0.0227272727272727,1.59090909090909,1.38636363636364,0.0227272727272727,0.0454545454545454,1,44,45,1,,,0,0,0,1,1,0,0,0,0,0,0,2
387,18,231,10,32,80,16,3,9.4390243902439,0.439024390243902,5.63414634146341,0.24390243902439,0.780487804878049,1.95121951219512,0.390243902439024,0.073170731707317,0,41,45,1,,,0,1,1,1,1,0,0,0,0,0,0,4
274,12,42,27,52,93,48,13,9.13333333333333,0.4,1.4,0.9,1.73333333333333,3.1,1.6,0.433333333333333,0,30,45,1,,,0,0,0,1,1,0,0,1,0,1,1,5
252,38,39,0,75,88,12,18,3.36,0.506666666666667,0.52,0,1,1.17333333333333,0.16,0.24,0,75,45,1,,,0,0,0,1,1,0,0,0,0,0,0,2
22,1,7,0,2,11,1,1,1.29411764705882,0.0588235294117647,0.411764705882353,0,0.117647058823529,0.647058823529412,0.0588235294117647,0.0588235294117647,0,17,35,1,,,0,0,1,0,0,0,0,0,0,0,0,1
53,1,20,1,8,20,3,3,2.52380952380952,0.0476190476190476,0.952380952380952,0.0476190476190476,0.380952380952381,0.952380952380952,0.142857142857143,0.142857142857143,0,21,,1,100,,0,1,1,1,0,0,0,1,0,1,0,5
882,17,319,4,97,389,56,27,17.64,0.34,6.38,0.08,1.94,7.78,1.12,0.54,0,50,,,,4,0,1,1,1,1,0,0,1,0,1,0,6
35,5,11,0,2,17,0,0,2.05882352941176,0.294117647058823,0.647058823529412,0,0.117647058823529,1,0,0,0,17,45,,,10,0,1,0,1,1,1,0,0,0,0,0,4
3,1,0,0,1,1,0,0,1,0.333333333333333,0,0,0.333333333333333,0.333333333333333,0,0,1,3,,1,,,0,0,0,0,1,0,0,0,0,0,0,1
16,0,0,0,10,5,1,0,3.2,0,0,0,2,1,0.2,0,0,5,,1,,,0,0,0,1,0,0,0,0,0,0,0,1
26,1,5,0,9,10,1,0,2.36363636363636,0.0909090909090909,0.454545454545454,0,0.818181818181818,0.909090909090909,0.0909090909090909,0,1,11,,0,,,0,0,0,1,1,0,0,0,1,0,0,3
8,1,2,0,2,3,0,0,1.6,0.2,0.4,0,0.4,0.6,0,0,0,5,,1,,,0,0,0,1,0,0,0,0,0,0,0,1
2698,95,1104,40,417,818,224,19,21.244094488189,0.748031496062992,8.69291338582677,0.31496062992126,3.28346456692913,6.44094488188976,1.76377952755906,0.149606299212598,0,127,25,1,,5,0,0,1,1,1,0,0,0,1,0,0,4
27,0,6,1,1,18,1,2,5.4,0,1.2,0.2,0.2,3.6,0.2,0.4,0,5,25,1,,,0,0,0,0,0,0,1,0,0,0,0,1
75,7,23,0,20,25,0,2,3.125,0.291666666666667,0.958333333333333,0,0.833333333333333,1.04166666666667,0,0.0833333333333333,0,24,45,1,50,,0,1,0,1,1,0,0,1,1,1,0,6
1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,25,1,,,0,0,0,1,0,0,0,0,0,0,0,1
995,39,344,13,191,357,51,2,11.3068181818182,0.443181818181818,3.90909090909091,0.147727272727273,2.17045454545455,4.05681818181818,0.579545454545455,0.0227272727272727,0,88,25,,,18,0,1,1,1,1,0,0,1,0,0,0,5
29,2,3,1,1,22,0,13,3.625,0.25,0.375,0.125,0.125,2.75,0,1.625,0,8,35,,,,0,1,0,1,1,0,0,0,0,0,0,3
10,0,5,0,0,4,1,1,2.5,0,1.25,0,0,1,0.25,0.25,0,4,45,1,,,0,0,0,1,0,1,0,0,0,0,0,2
22,0,4,0,8,7,3,2,1.375,0,0.25,0,0.5,0.4375,0.1875,0.125,0,16,,,,,0,0,0,1,1,0,0,0,0,0,0,2
21,0,5,1,5,7,3,2,1.75,0,0.416666666666667,0.0833333333333333,0.416666666666667,0.583333333333333,0.25,0.166666666666667,0,12,25,1,,,0,1,0,1,1,0,1,0,0,0,0,4
1924,66,888,11,292,599,68,0,18.1509433962264,0.622641509433962,8.37735849056604,0.10377358490566,2.75471698113208,5.65094339622642,0.641509433962264,0,0,106,,1,,20,0,0,0,1,1,1,0,0,0,0,0,3
9,2,0,0,1,6,0,5,2.25,0.5,0,0,0.25,1.5,0,1.25,0,4,,1,,,0,0,0,1,0,0,0,0,0,0,0,1
76,4,11,1,8,44,8,1,3.16666666666667,0.166666666666667,0.458333333333333,0.0416666666666666,0.333333333333333,1.83333333333333,0.333333333333333,0.0416666666666666,0,24,,1,,,0,1,0,1,1,0,0,0,0,0,0,3
2636,143,811,8,494,1114,66,17,12.4339622641509,0.674528301886793,3.82547169811321,0.0377358490566037,2.33018867924528,5.25471698113208,0.311320754716981,0.080188679245283,1,212,25,,,9,0,1,1,1,1,1,1,1,1,1,0,9
15,1,11,0,1,1,1,0,2.5,0.166666666666667,1.83333333333333,0,0.166666666666667,0.166666666666667,0.166666666666667,0,0,6,45,1,,,0,1,1,1,1,0,0,1,0,0,0,5
4369,166,1859,10,613,1625,96,61,24.9657142857143,0.948571428571429,10.6228571428571,0.0571428571428571,3.50285714285714,9.28571428571429,0.548571428571429,0.348571428571429,0,175,35,0,,20,0,1,1,1,1,0,0,0,0,0,0,4
9,1,1,0,2,5,0,2,1.8,0.2,0.2,0,0.4,1,0,0.4,0,5,,,,,0,0,0,1,0,1,0,0,0,0,0,2
4,0,1,0,0,3,0,0,1.33333333333333,0,0.333333333333333,0,0,1,0,0,0,3,45,1,,,0,1,0,0,0,0,0,0,0,0,0,1
2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,,,,4,0,0,0,0,1,0,0,0,0,0,0,1
9,0,0,1,2,6,0,2,1.5,0,0,0.166666666666667,0.333333333333333,1,0,0.333333333333333,0,6,25,1,,,0,1,0,1,0,1,0,0,0,0,0,3
180,3,107,1,17,49,3,0,9,0.15,5.35,0.05,0.85,2.45,0.15,0,0,20,,1,,7,0,1,0,1,0,0,0,0,0,0,0,2
7,1,1,0,1,4,0,0,1.4,0.2,0.2,0,0.2,0.8,0,0,0,5,,1,,,0,0,0,0,1,1,0,0,1,0,0,3
10,0,1,0,1,7,1,4,3.33333333333333,0,0.333333333333333,0,0.333333333333333,2.33333333333333,0.333333333333333,1.33333333333333,0,3,35,,,,0,0,0,1,0,0,0,0,0,0,1,2
102,6,35,7,7,42,5,2,2.61538461538462,0.153846153846154,0.897435897435897,0.179487179487179,0.179487179487179,1.07692307692308,0.128205128205128,0.0512820512820512,0,39,25,1,,,0,0,0,1,0,1,0,0,0,0,0,2
61,13,14,0,10,19,5,0,3.21052631578947,0.68421052631579,0.736842105263158,0,0.526315789473684,1,0.263157894736842,0,0,19,25,1,401,2,0,1,0,1,1,1,1,1,1,1,1,9
1281,75,444,7,209,485,61,52,11.4375,0.669642857142857,3.96428571428571,0.0625,1.86607142857143,4.33035714285714,0.544642857142857,0.464285714285714,1,112,,1,,30,0,1,1,1,1,0,1,1,0,0,0,6
23,3,5,1,2,9,3,0,2.09090909090909,0.272727272727273,0.454545454545454,0.0909090909090909,0.181818181818182,0.818181818181818,0.272727272727273,0,0,11,25,1,600,,0,1,0,0,1,0,1,0,1,1,0,5
34,4,9,0,1,18,2,0,3.09090909090909,0.363636363636364,0.818181818181818,0,0.0909090909090909,1.63636363636364,0.181818181818182,0,0,11,25,,,,0,0,1,0,0,1,0,1,0,0,0,3
11,2,3,0,0,5,1,1,1.57142857142857,0.285714285714286,0.428571428571429,0,0,0.714285714285714,0.142857142857143,0.142857142857143,0,7,45,1,,,0,0,0,1,0,0,0,0,0,0,0,1
81,8,25,0,12,35,1,0,3.375,0.333333333333333,1.04166666666667,0,0.5,1.45833333333333,0.0416666666666666,0,0,24,45,0,,,0,0,0,0,0,1,0,0,0,0,0,1
23,3,8,0,1,10,1,0,1.53333333333333,0.2,0.533333333333333,0,0.0666666666666666,0.666666666666667,0.0666666666666666,0,0,15,,1,,,0,0,0,0,1,0,0,1,0,0,0,2
3,0,0,0,2,0,1,0,1.5,0,0,0,1,0,0.5,0,0,2,,1,,,0,0,0,1,0,0,0,0,0,0,0,1
59,4,14,2,14,24,1,2,1.84375,0.125,0.4375,0.0625,0.4375,0.75,0.03125,0.0625,1,32,25,1,100,,0,1,0,1,1,0,0,0,0,0,0,3
24,1,4,0,5,13,1,9,3,0.125,0.5,0,0.625,1.625,0.125,1.125,0,8,,1,,,0,1,1,0,1,1,1,0,0,0,0,5
75,1,19,0,7,45,3,1,3.75,0.05,0.95,0,0.35,2.25,0.15,0.05,1,20,25,1,,,0,0,0,0,0,0,0,0,1,0,0,1
73,4,33,0,7,29,0,0,4.5625,0.25,2.0625,0,0.4375,1.8125,0,0,1,16,,,,,0,0,1,0,0,0,0,0,0,0,0,1
58,3,19,0,11,20,5,0,3.22222222222222,0.166666666666667,1.05555555555556,0,0.611111111111111,1.11111111111111,0.277777777777778,0,0,18,25,1,,,0,1,0,1,1,0,0,0,0,0,0,3
11,0,2,0,3,5,1,0,1.83333333333333,0,0.333333333333333,0,0.5,0.833333333333333,0.166666666666667,0,0,6,,,,,0,0,0,1,0,0,0,0,0,0,0,1
48,1,14,3,3,24,3,0,6.85714285714286,0.142857142857143,2,0.428571428571429,0.428571428571429,3.42857142857143,0.428571428571429,0,0,7,25,,,,0,1,0,0,1,0,0,1,0,0,0,3
3,0,0,1,0,2,0,0,1,0,0,0.333333333333333,0,0.666666666666667,0,0,1,3,,1,,,0,0,0,0,1,0,0,0,0,0,0,1
1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,,1,,,0,0,0,0,1,0,0,0,0,0,0,1
37,3,3,0,17,13,1,16,3.08333333333333,0.25,0.25,0,1.41666666666667,1.08333333333333,0.0833333333333333,1.33333333333333,0,12,25,,,,0,0,0,0,1,0,0,0,0,0,0,1
138,31,21,0,33,53,0,4,3.53846153846154,0.794871794871795,0.538461538461538,0,0.846153846153846,1.35897435897436,0,0.102564102564102,0,39,35,1,250,5,0,1,0,1,1,1,1,1,0,1,0,7
20,0,10,0,1,9,0,0,6.66666666666667,0,3.33333333333333,0,0.333333333333333,3,0,0,0,3,,,,,0,1,0,0,1,1,0,0,0,0,0,3
19,1,4,0,7,4,3,0,3.8,0.2,0.8,0,1.4,0.8,0.6,0,0,5,,1,,,0,0,0,0,0,0,1,0,0,0,0,1
23,0,9,0,2,9,3,3,1.76923076923077,0,0.692307692307692,0,0.153846153846154,0.692307692307692,0.230769230769231,0.230769230769231,1,13,25,,46,14,0,1,0,1,0,1,1,1,0,1,0,6
4,2,0,0,0,2,0,0,2,1,0,0,0,1,0,0,0,2,45,1,,,0,0,0,1,0,0,0,0,0,0,0,1
2,0,0,0,0,2,0,1,1,0,0,0,0,1,0,0.5,1,2,35,1,,12,0,0,0,1,0,0,0,0,0,0,0,1
3,0,1,0,0,2,0,0,1.5,0,0.5,0,0,1,0,0,0,2,45,1,,15,0,0,0,1,0,0,0,0,0,0,0,1
2287,133,896,5,328,862,63,1,16.1056338028169,0.936619718309859,6.30985915492958,0.0352112676056338,2.30985915492958,6.07042253521127,0.443661971830986,0.0070422535211267,0,142,45,1,180,,0,0,1,0,1,1,1,0,1,0,0,5
23,0,4,0,4,14,1,8,2.875,0,0.5,0,0.5,1.75,0.125,1,0,8,35,1,,,0,0,1,1,0,0,0,0,0,0,0,2
2,0,1,0,0,1,0,2,2,0,1,0,0,1,0,2,0,1,,1,,,0,0,0,0,0,0,0,0,1,0,0,1
83,1,24,0,7,47,4,3,3.07407407407407,0.037037037037037,0.888888888888889,0,0.259259259259259,1.74074074074074,0.148148148148148,0.111111111111111,0,27,25,1,,13,0,0,0,1,1,1,0,1,0,0,0,4
3,1,1,0,0,0,1,0,1,0.333333333333333,0.333333333333333,0,0,0,0.333333333333333,0,1,3,,1,,,0,0,0,1,0,0,0,0,0,0,0,1
21,3,5,0,1,11,1,2,2.625,0.375,0.625,0,0.125,1.375,0.125,0.25,0,8,45,1,,,0,1,0,1,1,1,0,0,0,0,0,4
10,0,1,0,0,9,0,1,3.33333333333333,0,0.333333333333333,0,0,3,0,0.333333333333333,0,3,,,,,0,1,0,0,0,0,0,0,0,0,0,1
10,0,3,0,0,6,1,0,1.66666666666667,0,0.5,0,0,1,0.166666666666667,0,0,6,45,1,,,0,0,1,1,1,0,0,0,0,0,0,3
2,0,0,0,0,2,0,1,1,0,0,0,0,1,0,0.5,0,2,,1,,,0,0,0,0,1,0,0,0,0,0,0,1
203,5,62,0,22,110,4,0,6.76666666666667,0.166666666666667,2.06666666666667,0,0.733333333333333,3.66666666666667,0.133333333333333,0,0,30,,1,500,10,0,1,0,0,1,0,0,0,0,0,0,2
28,2,5,0,3,14,4,0,4,0.285714285714286,0.714285714285714,0,0.428571428571429,2,0.571428571428571,0,0,7,,1,,,0,0,0,1,1,0,0,0,0,0,0,2
553,53,126,2,145,220,7,4,14.1794871794872,1.35897435897436,3.23076923076923,0.0512820512820512,3.71794871794872,5.64102564102564,0.179487179487179,0.102564102564102,0,39,45,1,,,0,1,0,1,1,1,0,0,0,0,0,4
57,2,13,0,6,34,2,0,1.58333333333333,0.0555555555555555,0.361111111111111,0,0.166666666666667,0.944444444444444,0.0555555555555555,0,1,36,,1,,,0,1,0,1,0,0,0,0,1,0,0,3
1156,89,330,4,199,473,61,6,8.5,0.654411764705882,2.42647058823529,0.0294117647058823,1.46323529411765,3.47794117647059,0.448529411764706,0.0441176470588235,0,136,45,1,80,,0,1,0,1,1,0,0,0,0,0,0,3
40,2,11,0,5,18,4,0,2.22222222222222,0.111111111111111,0.611111111111111,0,0.277777777777778,1,0.222222222222222,0,0,18,45,1,,,0,0,1,0,1,0,1,0,0,0,0,3
75,9,21,0,16,26,3,0,5.76923076923077,0.692307692307692,1.61538461538462,0,1.23076923076923,2,0.230769230769231,0,0,13,,1,,,0,0,0,1,1,0,0,0,0,0,0,2
251,24,61,1,71,86,8,1,3.69117647058824,0.352941176470588,0.897058823529412,0.0147058823529411,1.04411764705882,1.26470588235294,0.117647058823529,0.0147058823529411,0,68,,1,,,0,0,0,1,1,0,0,0,0,0,0,2
341,24,31,0,146,134,6,5,4.60810810810811,0.324324324324324,0.418918918918919,0,1.97297297297297,1.81081081081081,0.081081081081081,0.0675675675675675,0,74,,1,,,0,1,0,1,1,1,1,1,0,1,0,7
149,13,65,2,13,43,13,2,6.20833333333333,0.541666666666667,2.70833333333333,0.0833333333333333,0.541666666666667,1.79166666666667,0.541666666666667,0.0833333333333333,0,24,35,1,,2,0,1,0,1,1,1,0,0,0,0,0,4
31,3,2,0,13,13,0,2,2.06666666666667,0.2,0.133333333333333,0,0.866666666666667,0.866666666666667,0,0.133333333333333,0,15,,1,70,17,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,,1,,,0,0,0,1,1,0,0,0,0,0,0,2
5,1,1,0,2,1,0,0,1,0.2,0.2,0,0.4,0.2,0,0,0,5,25,1,,,0,0,0,0,1,0,0,0,0,0,0,1
5,0,2,0,0,3,0,2,2.5,0,1,0,0,1.5,0,1,0,2,,0,,,0,1,1,1,1,1,1,0,0,1,0,7
31,0,9,0,3,18,1,0,5.16666666666667,0,1.5,0,0.5,3,0.166666666666667,0,0,6,25,,,,0,0,0,1,1,0,0,0,0,0,0,2
55,6,11,0,30,8,0,0,2.03703703703704,0.222222222222222,0.407407407407407,0,1.11111111111111,0.296296296296296,0,0,1,27,25,1,,,0,0,0,0,1,0,0,0,0,0,0,1
26,0,7,0,4,14,1,0,2.6,0,0.7,0,0.4,1.4,0.1,0,0,10,,0,,,0,0,0,1,1,0,0,0,0,0,0,2
19,0,8,0,3,5,3,2,2.71428571428571,0,1.14285714285714,0,0.428571428571429,0.714285714285714,0.428571428571429,0.285714285714286,0,7,,,,,0,0,1,1,1,0,0,0,0,0,0,3
31,3,10,0,4,12,2,0,1.9375,0.1875,0.625,0,0.25,0.75,0.125,0,0,16,,,,20,0,1,0,0,1,0,0,0,0,0,0,2
78,6,26,2,8,32,4,2,2.88888888888889,0.222222222222222,0.962962962962963,0.074074074074074,0.296296296296296,1.18518518518519,0.148148148148148,0.074074074074074,0,27,,0,,,0,1,1,1,0,0,0,0,0,1,0,4
12,0,5,1,2,4,0,0,1.2,0,0.5,0.1,0.2,0.4,0,0,0,10,45,0,,,0,1,0,1,0,0,0,1,1,0,0,4
14,3,6,0,0,4,1,0,2.8,0.6,1.2,0,0,0.8,0.2,0,0,5,,1,,,0,1,0,1,1,0,1,0,0,0,0,4
87,6,31,0,11,37,2,2,2.63636363636364,0.181818181818182,0.939393939393939,0,0.333333333333333,1.12121212121212,0.0606060606060606,0.0606060606060606,0,33,45,1,,,0,1,0,1,0,0,1,0,0,0,0,3
103,16,29,0,17,34,7,0,2.64102564102564,0.41025641025641,0.743589743589744,0,0.435897435897436,0.871794871794872,0.179487179487179,0,1,39,25,,,4,0,0,0,1,0,0,0,1,0,0,0,2
183,14,25,1,63,80,0,0,3.45283018867925,0.264150943396226,0.471698113207547,0.0188679245283018,1.18867924528302,1.50943396226415,0,0,0,53,45,1,,,0,0,0,1,0,0,0,0,0,0,0,1
16,2,4,0,5,4,1,0,2,0.25,0.5,0,0.625,0.5,0.125,0,0,8,45,1,,,0,0,0,0,1,0,0,0,0,0,0,1
351,25,129,0,51,136,10,2,5.94915254237288,0.423728813559322,2.1864406779661,0,0.864406779661017,2.30508474576271,0.169491525423729,0.0338983050847457,0,59,35,1,,,0,1,0,1,1,0,0,0,0,0,0,3
5,0,3,0,0,0,2,0,1,0,0.6,0,0,0,0.4,0,0,5,25,1,,,0,0,0,0,1,0,0,0,0,0,0,1
4,0,1,0,0,3,0,1,1,0,0.25,0,0,0.75,0,0.25,0,4,,,,,0,0,0,1,0,0,0,0,0,0,0,1
111,4,34,1,26,43,3,1,7.92857142857143,0.285714285714286,2.42857142857143,0.0714285714285714,1.85714285714286,3.07142857142857,0.214285714285714,0.0714285714285714,0,14,,1,,10,0,1,0,1,1,0,0,1,1,0,0,5
50,9,12,0,9,17,3,0,3.33333333333333,0.6,0.8,0,0.6,1.13333333333333,0.2,0,0,15,,1,800,12,0,1,0,1,0,0,0,0,1,1,0,4
23,3,5,0,3,10,2,0,2.3,0.3,0.5,0,0.3,1,0.2,0,0,10,,0,,,0,1,1,0,0,0,0,0,0,0,0,2
226,19,57,2,47,87,14,1,4.70833333333333,0.395833333333333,1.1875,0.0416666666666666,0.979166666666667,1.8125,0.291666666666667,0.0208333333333333,0,48,,1,,10,0,1,0,1,1,0,1,0,0,0,0,4
20,2,7,1,2,7,1,1,1.66666666666667,0.166666666666667,0.583333333333333,0.0833333333333333,0.166666666666667,0.583333333333333,0.0833333333333333,0.0833333333333333,0,12,,1,,,0,0,0,0,1,0,0,0,0,0,0,1
